Date,Close,High,Low,Open,Volume
2021-05-25,129.6833038330078,133.19294469764415,124.2313566105212,124.99098382095268,10548600
2021-05-26,133.41409301757812,135.46218432974706,125.19289732426068,130.76984973254503,4801200
2021-05-27,135.7794952392578,136.12565131060768,130.2217631292567,133.4525482378614,8656800
2021-05-28,136.79873657226562,139.2602844820628,133.53910615434185,134.04872280729285,4151200
2021-06-01,144.33721923828125,146.13529993981044,139.15450309388973,142.30836293656316,6014900
2021-06-02,138.80836486816406,144.49108820727326,133.33718218841815,142.3179913741745,4436600
2021-06-03,139.88528442382812,141.62567506670737,134.88910735700588,135.2891096339981,3592300
2021-06-04,148.75071716308594,151.8276522009707,141.606458851247,141.61606900049628,6751700
2021-06-07,144.60646057128906,150.28918359149952,139.52951437544115,149.8584141775467,3963100
2021-06-08,148.1737823486328,149.01993021271215,142.3179743208194,142.6641303881188,3168300
2021-06-09,140.0872039794922,149.70263411415996,138.4814289076405,146.9333855403414,3700800
2021-06-10,138.57757568359375,146.08722434049713,136.9525656283339,143.05547930845714,2685000
2021-06-11,139.85643005371094,142.20740979241862,137.039116032975,138.76027159207567,2672400
2021-06-14,149.0583953857422,151.25071218458658,138.30833734679422,141.5872023972697,4893900
2021-06-15,147.21224975585938,157.48152269184365,143.65068460290215,147.78916679416045,6680300
2021-06-16,140.50067138671875,144.13530308723486,135.76988115226897,144.13530308723486,3720800
2021-06-17,147.34686279296875,147.83532243859162,140.50066627543904,140.67375165449147,3510200
2021-06-18,148.40455627441406,151.42380097559013,146.35358909885537,146.7603258147454,2588300
2021-06-21,142.39491271972656,148.47187209290942,141.10644850001432,148.40455703403723,2183500
2021-06-22,154.32765197753906,156.14496766628315,140.94297513676042,142.65452050829794,5485200
2021-06-23,163.1257781982422,165.5777159948312,155.28920793885186,155.5007485909173,6398600
2021-06-24,161.64498901367188,167.30847651098637,159.09690601606147,164.82769389173743,3845200
2021-06-25,162.4911651611328,165.30847925264894,158.41421735073877,164.89502278405752,2084200
2021-06-28,171.20274353027344,172.10659634765938,163.7219397512889,164.38636048428222,3571400
2021-06-29,172.6450653076172,174.17391530443322,167.50080389052687,170.55851855614216,3031500
2021-06-30,172.20274353027344,174.46237559578964,168.75080745740635,172.09697320652623,1815000
2021-07-01,154.8949737548828,172.77968120252368,154.34690181980105,170.6162092373405,4093800
2021-07-02,155.9622802734375,160.1065284846488,152.19303326604393,159.12576513434564,2456900
2021-07-06,141.4525909423828,144.76991134920382,134.27947372570168,141.64008419745588,8419500
2021-07-07,139.69297790527344,146.0583884188236,136.61699665339307,146.0295433000962,3760300
2021-07-08,133.26025390625,134.98142426120896,127.95254659000042,131.00543417655263,6799600
2021-07-09,134.37564086914062,141.26029260954377,132.21216901257128,138.76027481760397,3328400
2021-07-12,132.17372131347656,135.51988720172133,128.84677572345205,134.99103556099703,2360600
2021-07-13,129.91409301757812,134.6160383413354,129.42371130267745,132.26987075415474,2707000
2021-07-14,125.39482879638672,132.43331607542785,123.79866386144117,130.9910015450033,3307400
2021-07-15,129.6160125732422,133.14871804266588,125.49484319721682,126.49099750405638,2580700
2021-07-16,128.26983642578125,130.96215988809985,126.64484100303643,130.77946436190223,1463100
2021-07-19,128.70254516601562,128.77945569989882,123.01982212851574,124.84674808388938,1844800
2021-07-20,132.64486694335938,133.29872387700868,124.74868432452591,129.92369822546115,1704700
2021-07-21,139.88528442382812,141.96222101651654,131.26024174517607,132.78910640678413,2621800
2021-07-22,129.5006103515625,140.85644604567798,129.04869861831006,140.85644604567798,2906500
2021-07-23,119.82749938964844,125.70252076711719,111.69284594085546,125.70252076711719,8675300
2021-07-26,111.00053405761719,120.47173180511471,99.61586032391705,104.81781184026951,17815800
2021-07-27,94.94276428222656,107.32744418904574,91.35621260311825,102.40434084278309,17910700
2021-07-28,106.56781768798828,111.1255296779028,102.99087637843844,103.08702921596576,12284400
2021-07-29,100.84663391113281,114.22170145261815,100.00047865577164,111.97168686814776,7966900
2021-07-30,98.51969909667969,101.89471722453496,93.75044649382556,95.79853053011846,8151000
2021-08-02,107.01012420654297,111.41399302472514,100.9620176947931,101.81298532658387,6551800
2021-08-03,103.38510131835938,105.00722831006208,99.885085345081,104.83703331909567,4126000
2021-08-04,102.93318176269531,112.30822607447405,102.32740497366925,107.15435497363231,4976800
2021-08-05,102.23126220703125,105.33127622571354,100.10625283409554,102.8754943240768,2964700
2021-08-06,101.70240020751953,105.21684604599493,99.33700530027131,103.89472441676534,2939700
2021-08-09,109.72167205810547,110.94282843738942,100.83893884274977,103.36587225621606,5165000
2021-08-10,105.298583984375,114.7890094203973,103.56780351847868,112.50053954748238,5302700
2021-08-11,100.69279479980469,105.76012371873365,99.23124517683279,105.22166192921331,4150400
2021-08-12,99.01009368896484,100.2408676770928,96.53892822767907,100.06778962651282,3610900
2021-08-13,96.73123168945312,101.30817877161881,94.23122116651928,98.3466243457474,4478800
2021-08-16,87.57733917236328,94.80813938475754,85.5773279495341,94.79852190057338,7601500
2021-08-17,86.96195983886719,90.71197203969203,80.81770005014141,81.83693338308441,9243900
2021-08-18,91.231201171875,94.65429938941396,85.57733072662346,89.42350289411215,6118100
2021-08-19,82.98117065429688,87.70234335759648,81.61577390672713,87.5388827948001,7441300
2021-08-20,86.86579895019531,91.82736479992812,85.7792579029437,85.80810302179236,9083400
2021-08-23,88.04850006103516,90.2187064440361,83.32059288487713,90.0485114398593,6141000
2021-08-24,100.31778717041016,100.60624568094934,93.3946728776014,93.6302535634676,11273300
2021-08-25,97.1927719116211,98.02930965852734,92.84659327752179,96.32738171138087,6446200
2021-08-26,96.90430450439453,100.14470712684938,94.52929206823232,94.52929206823232,3940800
2021-08-27,92.76006317138672,96.48123023887744,92.3081367448149,95.42353430587475,3844800
2021-08-30,91.1158218383789,91.83216671847431,86.35617932014955,91.60620351393659,6959100
2021-08-31,91.52928161621094,94.69275900450342,88.61580746499689,90.99081254127347,8133500
2021-09-01,105.18319702148438,106.1351226173956,91.3562101605831,91.82736421609592,16336200
2021-09-02,102.89472198486328,109.80821140160702,102.51010330457922,106.31781283380997,7401400
2021-09-03,102.26010131835938,106.5649343411217,100.41394043350343,102.89472324902368,4316000
2021-09-07,108.8370590209961,110.56783209101778,106.83704773760145,106.94281805885731,5414600
2021-09-08,104.3274154663086,107.58320158914327,102.13509860077512,107.22166194945137,4449300
2021-09-09,105.30818939208984,106.89954926858442,100.78894008658808,100.96201812538553,3276400
2021-09-10,105.76011657714844,108.76975097775365,105.23127230843518,107.7601278545874,4336400
2021-09-13,97.04853820800781,104.3322237181061,96.72642217361972,104.010107683718,5608200
2021-09-14,95.04852294921875,99.18316073430393,94.43313602343736,97.22161215737916,3331000
2021-09-15,95.70237731933594,95.96199804753657,91.8273600531551,93.90429653479542,2919500
2021-09-16,91.06774139404297,95.55814567734203,90.67351255822007,93.99083314664637,4042000
2021-09-17,91.9427490234375,93.99083307767708,91.0677413272186,93.75044731533008,3609400
2021-09-20,86.78887939453125,88.6735029279868,84.18309855988645,86.68310907014418,5365100
2021-09-21,87.11579895019531,89.26965333027847,86.13502826604757,88.49080580651435,2526200
2021-09-22,92.28890228271484,94.03891028558567,87.93310624010519,88.18310947936989,4180600
2021-09-23,92.18313598632812,94.03891438925527,89.30331187494892,93.69275830008814,2156000
2021-09-24,89.63504791259766,90.68312635812426,87.84657718053231,89.84658856589444,2254600
2021-09-27,89.62542724609375,89.88504797901159,84.18309737133927,88.86196329312702,4105000
2021-09-28,85.44271087646484,88.64465080122959,84.61578331626751,88.64465080122959,3798100
2021-09-29,85.9811782836914,88.63503917161319,85.00040759467213,85.77925512230482,2770900
2021-09-30,87.51964569091797,88.89465255383486,86.34079590016839,86.94272132476914,2000300
2021-10-01,87.01964569091797,89.90427482984343,85.452333166392,88.12542166137098,2099400
2021-10-04,78.49076080322266,84.12540396982627,77.98114413274006,83.70232999327013,4719000
2021-10-05,81.52923583984375,83.25039877438549,78.96191766485326,79.53884202588611,3755900
2021-10-06,80.18307495117188,80.61576639250532,77.75037219027082,78.90422092448757,2699000
